id,x,y
5483,-134.00395,38.919865
16981,32.119156,94.91724
6386,93.35083,28.15739
15212,93.52812,28.270857
6799,-137.7219,3.4999268
15536,-138.5906,5.4637055
3758,-100.01412,-113.49386
1872,-99.08182,-115.17046
10911,-8.038764,-102.70915
13878,-154.32535,-57.424877
5745,-154.07219,-57.599766
11616,160.60095,54.17313
1270,-44.626575,96.77471
8469,-51.439068,97.240555
6453,-99.180855,-38.766766
13489,-108.01245,-43.04085
14986,56.827145,6.2795415
690,25.071272,132.91893
1695,24.677578,134.3031
7118,-8.805765,-73.81893
11268,-52.963676,-37.01568
13246,-48.562542,85.19759
6503,-157.6049,-89.63158
278,-162.78476,-92.606285
18502,77.768875,-47.095177
13435,45.473186,-114.33888
13646,-96.56269,42.49292
1200,-57.125385,58.219025
8001,-2.319842,-9.05239
13696,-0.96675503,-7.0322824
15809,-22.371407,153.81244
8436,-131.06488,30.225805
5389,-130.85275,30.022408
13812,127.49745,74.28944
8406,-46.52022,17.338787
5662,68.9511,46.303272
8708,-139.6372,35.88677
13067,-138.43494,35.477867
10792,41.880775,-83.45715
4239,42.13245,-84.7432
15763,-43.53977,94.657555
6467,100.491455,-44.8266
11861,99.95617,-42.93783
5727,-96.75356,-91.17367
6686,-95.878914,-91.642914
17134,29.020243,-51.71294
15047,134.9158,-20.943668
3388,27.313833,133.46991
11563,36.4088,144.31625
9235,36.09039,147.62277
10800,62.447323,-70.54988
14808,152.51318,62.641792
5413,-55.045193,58.464874
19349,27.568129,-112.156876
18600,148.95511,60.26302
18857,176.38031,1.7890753
9949,5.058351,-195.44313
10190,-3.021943,-190.76303
4565,41.261486,-77.90177
18765,39.032867,-78.4514
1913,38.986004,200.27141
3883,35.619694,201.0288
5405,-47.451145,47.537045
12910,-89.850296,-115.064316
8851,-54.01895,34.839718
702,-73.35875,23.874464
13013,-72.41164,4.610083
145,145.15024,-64.921295
10579,145.17647,-65.48855
5670,-1.9738274,-26.802073
14663,97.48707,-145.6822
8582,-50.13532,61.14473
18656,-50.511047,-39.92388
9854,-9.284374,-181.12134
17244,99.60705,122.03323
9167,-97.17627,-21.398407
20505,-97.17588,-21.397793
4039,142.77022,32.880585
12223,141.92854,33.972054
19609,62.12726,3.1645055
18561,66.53374,-68.17006
7922,125.73719,61.824062
13367,125.93842,59.46029
13591,-149.05704,-64.77491
12264,-146.79712,-66.07707
10187,0.22135879,-202.29663
10536,60.148315,31.447039
5492,-73.7065,78.41147
15411,-74.73163,79.167336
8015,43.099438,56.890266
19550,44.85592,-105.70379
20208,65.58664,104.448845
577,99.095375,-145.4728
14820,96.67623,-145.63774
15043,56.54211,-17.174479
3320,-49.923313,108.50083
13054,-46.41147,109.94666
16257,-65.643845,-19.618795
14474,68.24983,-65.740074
14855,-40.17025,-59.4903
1691,111.09105,-149.09393
13937,113.41545,-151.7387
16899,17.03221,39.766403
16123,-93.840744,80.2045
7153,26.528019,75.90673
3300,-97.50221,32.277203
5577,-54.022263,91.72803
6172,19.326681,-82.40851
4926,-141.8857,-64.09081
14232,-144.29747,-61.950317
11919,-93.3369,-63.29594
7491,-89.0442,-64.30442
18744,69.245735,102.19422
6311,101.00359,119.44894
12392,-73.00053,63.151157
19099,47.78123,43.229774
11387,127.70214,39.43587
11323,48.003845,-98.731155
20462,80.71674,38.683197
12672,-140.63618,33.15338
14975,48.627663,44.92543
8472,-52.82682,101.71014
8673,-59.73174,86.16131
16708,105.75833,59.64589
10687,105.14247,-144.80426
11400,83.967255,72.17164
4006,115.91098,-39.96144
14387,116.73522,-36.735073
16422,-169.38345,-62.222843
14880,122.34163,40.757874
7202,105.92345,-21.564365
4768,-92.078026,-147.22087
9503,-94.8304,-147.94699
10764,93.239136,-21.598467
7688,95.21949,-21.662163
6322,76.75081,-47.9786
11052,76.30821,-48.68906
3593,30.533678,-41.34981
7853,30.589169,-41.23454
1221,-108.52901,-132.21423
7392,12.56397,2.6348097
4664,-12.941334,-190.04756
4670,-13.62495,-191.47876
19265,65.66731,40.022964
12489,-56.05666,-0.9686316
13127,-42.62042,61.058212
1967,-160.03934,34.728943
13129,-62.698704,95.29347
7372,16.967909,-49.976128
11652,32.20322,-43.034966
18545,32.268147,-43.0363
19688,-161.47292,-88.4579
14642,44.85022,-9.95986
10912,-11.025049,-73.79378
14164,-4.6819453,-74.86868
13633,-60.990025,-50.1976
5736,59.354515,39.742092
6316,18.880655,-13.500018
6345,18.956238,-13.155963
12114,60.415363,17.582943
4716,-46.85284,-92.785866
17525,-46.205166,-93.86059
4693,-42.953815,-83.24874
9004,-77.86921,-9.593677
13131,-78.38688,-9.58351
1746,45.779846,9.209674
7722,-89.60911,-116.92336
5845,44.672802,179.73447
6918,156.2695,-9.890355
6459,37.35495,-112.3217
33,38.55432,2.8545556
11331,-163.83011,44.257973
8338,-161.73792,44.63166
6582,61.056408,59.520203
6592,-11.568518,-72.368164
1784,18.831808,-11.337842
5651,22.179258,-13.805919
4436,37.010544,9.761768
13589,17.621283,36.35894
5462,-65.69506,40.17609
5552,-65.86537,41.01834
10831,48.455612,-26.704765
4183,-37.02483,-59.40523
9276,1.7110612,-173.34915
6774,-62.458103,61.02723
9208,-62.686398,60.802795
14435,99.032326,-42.548843
13488,97.64873,-39.254776
6922,70.99007,-24.46129
11912,70.398346,-24.007208
18937,17.661963,-55.01534
1901,-108.408615,42.837315
17010,86.32428,-52.16916
5377,-155.10551,48.680305
16145,-145.29832,47.905796
12568,-58.400833,50.11852
14590,88.395004,1.1656675
11952,-19.037457,-37.538498
13850,78.855995,41.84642
5422,-157.75249,36.03194
16025,-158.3645,35.346863
5977,37.181522,152.43402
3739,36.97141,153.05835
14639,152.8777,55.68345
1215,15.692142,-38.955944
16895,181.48701,2.7593796
19642,133.41853,-6.439784
9304,-72.51412,-122.1091
10099,-76.28613,-108.9249
6785,-77.51309,77.10469
1668,-39.522915,-59.956955
1682,-40.130333,-59.500164
1299,-114.4013,77.05687
10397,59.836628,95.630165
11853,-21.83375,-12.347999
10884,-22.045,-10.100497
10989,38.196705,-117.65675
13146,-74.459755,25.887117
20014,150.32883,61.30727
11569,-128.50432,-11.471055
2714,56.73822,32.691406
7469,-90.003204,-114.639595
8514,-46.604572,44.44274
9277,1.3020543,-180.51564
10179,0.37204272,-180.47649
7984,-110.87722,-43.27075
15246,-112.21904,-43.268948
19249,38.45305,-105.457016
15180,-168.64105,-55.94505
3901,149.95934,57.02156
16399,77.9006,-81.68903
18652,-14.502873,-52.87045
9777,-15.150494,-186.7292
8934,-100.31578,-34.727303
5408,-136.20137,9.236584
8643,-138.42937,8.158902
3914,67.58734,59.285786
19124,78.536896,101.15919
3850,102.970795,-3.0178752
14565,102.916954,-3.9588704
18595,143.19344,-20.87043
7029,102.89702,-2.9704435
14742,15.13266,3.1424487
10339,15.235544,3.2366714
12624,-111.094185,77.70751
16093,-111.15142,77.7019
10297,66.27013,-35.04737
20471,106.15146,-77.150185
10886,143.70589,-57.182423
721,27.999176,170.43254
1462,32.782726,171.08852
6771,-23.93485,157.09909
12274,-8.070965,-86.58223
14046,122.05821,83.87885
1280,40.25533,6.9863234
15704,-96.20938,42.973824
6082,23.900242,-7.976225
14985,22.002975,-9.42532
14042,85.55809,55.839222
14001,110.6686,-59.734783
12715,-94.67259,11.844994
12457,-94.50956,15.355953
8709,-10.174494,-29.513897
16323,-10.177078,-29.512768
10681,-40.03751,-59.649143
10843,113.50566,57.081818
680,-61.585915,92.545456
6733,-47.068897,91.25082
16828,121.83599,-14.135666
10346,123.6357,84.41885
9890,-99.97866,-111.904785
11225,95.50586,86.433846
10947,95.804794,86.417694
15387,-53.032196,108.218506
14024,18.269213,-46.980587
17238,41.79634,-73.959335
12313,-45.906883,92.84964
15057,87.67477,6.9297147
11978,87.593185,7.199367
7021,52.317085,-87.54102
10448,52.27028,-87.588295
8579,-133.96284,39.66823
13389,2.9599736,-170.67642
11491,100.49614,123.079056
6736,-98.411674,32.928654
6067,-51.767654,33.742275
8509,-141.28352,3.6240332
8513,-148.85341,64.0729
11767,-154.36691,69.39126
5415,-154.7641,68.96376
15600,-80.582115,44.114838
1332,23.709963,133.59993
11420,121.826866,-3.8300102
7933,27.170528,72.93532
11750,-56.237865,-41.36531
14963,122.03416,-13.509832
7829,-1.8268187,-32.692062
15183,-1.8016924,-32.366383
4657,-101.67757,-114.54788
13269,-55.409046,92.67477
16037,-59.12496,99.842926
12761,-75.87321,-9.149636
13286,-73.91164,-8.979936
1298,-99.94168,-111.86335
9119,-146.42673,48.964584
15946,-146.43398,48.97817
4755,-93.33305,-57.427082
9796,-93.69936,-59.12999
13115,-47.938457,85.49337
13187,-48.072544,85.49883
15640,-136.83653,118.10899
11992,-100.410095,-29.784046
14920,-99.93638,-30.771822
14544,103.31704,40.84892
2697,-94.335815,-56.046684
15510,-58.43319,37.977013
13930,100.26317,-76.6508
16114,-29.156174,153.39612
12432,-94.04191,20.00316
15608,-94.1022,19.041798
10530,-119.212,-27.699232
9558,-119.45288,-29.163927
15131,41.95055,-8.88048
5631,-39.136513,68.714806
15671,-39.106876,101.16585
11261,60.807766,-103.95905
17462,-100.88113,-104.25332
7170,42.794056,160.86948
523,40.20816,161.16858
9686,0.91389984,-197.24384
14743,-14.851377,-16.230104
11346,-59.60217,-49.207104
6468,-14.69929,-46.730457
7871,10.001847,32.338703
11042,-142.15579,26.873123
8428,-160.14412,38.68748
16449,19.095459,-50.05985
4293,37.41194,-115.37529
10979,50.238514,-32.2624
15590,-55.9201,105.61469
10430,60.592113,-42.629513
14888,153.33977,53.506657
7180,102.40323,118.047615
9156,-3.3336735,-7.142574
5737,154.84528,23.702919
10372,155.32639,23.885477
12207,-20.008982,-9.587685
18827,107.34745,9.275719
13965,107.68431,9.72014
8764,-181.183,62.035282
8314,-181.06944,62.89998
1761,71.89136,-23.92048
8477,-53.984516,83.80102
3269,-65.38488,-9.754601
15691,-66.19321,-12.069125
10819,143.42352,-3.3486578
15509,-47.248116,61.65553
6223,75.62429,-49.86705
16749,74.80202,-50.981033
7017,125.41111,58.99174
14041,100.09665,-21.722034
11501,97.83881,-78.91977
3307,-84.57247,82.578285
5619,-84.12223,82.07471
10514,-141.3935,-67.01064
15104,-2.106055,-44.195835
7114,146.5299,54.07229
38,64.29607,-23.031372
15123,97.20188,-38.97974
6877,-157.16841,56.264263
12545,-157.98383,56.70631
12868,-95.1898,33.537827
12050,37.196205,9.567794
5772,-178.00919,-58.808014
5568,-156.37938,116.63042
6057,-145.78365,-63.93418
16732,-147.5209,-63.54771
7911,109.00511,7.8227577
5679,109.14679,6.8455715
3308,-114.88993,74.60736
10826,82.92628,90.4031
15772,-151.3611,66.58505
15901,-152.58708,66.542915
15201,-175.36354,-58.71874
8735,-42.620132,92.61399
14168,146.81964,52.503555
16255,-51.645844,32.04458
2173,17.258293,-81.87407
15071,28.469034,92.508545
6999,-1.0732967,-78.27816
10421,72.28609,-23.818474
11899,38.437057,-126.53375
8961,-107.03298,-31.35704
17557,-106.40457,-31.123632
15750,-55.833344,-0.7071335
4749,-5.2827954,-191.10086
11221,79.76838,-93.56406
6846,-156.13737,61.544754
12721,-57.144703,1.6552162
11388,41.406704,5.974518
14586,-20.829508,-58.052948
7395,124.812004,-62.124577
8156,125.20156,-61.84637
6539,108.36021,-152.6081
20076,110.32745,-153.39185
13472,72.88649,98.146385
17043,-6.403953,-84.461266
1755,-96.7509,58.76173
9455,1.4250373,-203.04646
13612,85.91373,-52.24156
7138,-110.59256,-29.459532
6412,-107.14936,-30.29406
12288,-46.560997,97.87801
1833,14.004898,10.38764
18695,16.407244,-44.022987
9823,-68.7307,-116.40851
16671,-9.568693,-72.37435
10466,64.05488,-13.321255
16631,-16.207294,24.761835
14744,36.792072,-10.68671
9768,2.7827387,-202.55626
9706,1.4603165,-203.4494
16527,124.9153,39.241386
11778,-4.930863,-27.432531
4130,143.09508,-64.51024
19619,32.057358,99.71598
19381,66.19825,6.431928
19637,121.73542,41.864197
16189,-56.16996,70.28544
15412,-110.2607,-27.811235
12482,-90.31121,15.651246
3352,-90.764015,14.431504
6943,98.44492,118.65252
15989,-61.9003,20.285517
8372,-61.105686,19.52786
6730,-84.742714,38.244865
8833,-92.96497,42.808178
10383,82.123924,-96.34478
8705,-156.24532,38.635204
12794,-156.59851,38.36742
5489,-139.26624,7.4813957
1241,-140.11165,5.7348666
12297,-139.5906,123.321945
16190,-163.52283,109.49072
3602,117.98205,-146.10425
18705,115.51173,-145.04332
12308,-50.118557,50.709953
8266,-91.00213,55.157215
3330,-109.49508,34.796696
11169,125.13811,94.74564
12902,-43.39808,60.336693
20419,58.844994,4.669882
8938,-67.30982,69.64192
19458,156.51912,18.883709
10688,-175.53058,-50.43215
12401,-49.40388,50.123203
13955,-62.907516,-44.34514
3493,100.63886,-152.63147
16541,94.67263,-152.21057
14149,128.47906,38.414536
8246,-127.7139,78.67271
13061,-127.70159,76.64424
12164,80.16825,-88.85148
19722,67.25924,-33.918114
4799,-79.42306,-90.66294
11002,-48.57279,70.24414
3301,-94.07832,79.26994
12692,-65.49989,84.524414
7847,142.49817,-56.307358
8222,-46.640182,83.20358
10204,-103.26808,-91.57539
5427,-59.981064,78.224594
5602,-62.659286,-11.124375
4787,-104.921074,-103.67237
11653,-101.88564,-42.136158
11538,66.00336,97.093506
10966,41.03551,-12.119523
13285,-62.326813,56.44257
2706,-73.23834,-116.22157
9225,-76.639084,-116.01582
12513,-62.466206,56.058914
160,93.81724,-21.914928
12201,122.70723,93.48184
8224,-57.866806,-9.877027
10355,83.90934,-85.77987
11553,47.51602,-99.28338
16904,160.34732,23.55001
12221,45.4449,-118.65352
4635,-79.53412,-114.47903
7468,-80.50092,-120.69276
3720,-24.103048,20.36038
7961,-24.174997,20.559347
11192,56.119663,12.809488
5713,-124.669075,-11.574275
17312,-125.82032,-10.217915
1899,-30.564436,158.03
12911,-29.796644,157.21179
14044,126.898964,94.15554
9728,-89.111275,-64.44929
15052,142.83636,0.39943975
9942,-120.53939,-128.3592
3409,-119.29704,-128.41495
3265,-51.39409,59.725025
6660,-52.18329,24.85376
302,65.018,-25.048864
9182,-45.24036,93.6333
10910,-17.393444,-54.109642
12265,-18.852703,-55.022602
5676,0.12028974,-76.15598
18558,0.82002485,-75.60422
8825,-135.1959,104.087265
5434,-129.89323,107.31639
8664,-123.60574,66.86666
6495,-160.94817,-89.26875
16761,55.629314,-118.019005
14658,32.03704,15.919344
7521,-49.068344,-84.67443
4713,-49.033405,-82.801765
14517,41.345352,-112.825554
9085,-119.46853,77.18325
8143,107.81284,23.482304
9569,-11.804714,-179.28424
11442,-13.981013,-56.994648
13498,149.9566,-69.68938
8691,-134.45656,125.03363
16054,-134.32587,124.62359
14144,39.75934,-103.905174
18759,40.471672,21.154938
5396,-61.033497,-11.253285
14052,130.8592,-21.525948
15689,-113.15835,79.737114
5594,-28.285585,142.53645
3296,-29.195023,145.9945
4592,42.23356,-34.321297
14825,74.21707,-59.620117
12755,-77.95527,46.29543
8247,-77.641685,46.909718
14345,23.148016,-41.31384
4509,117.70668,-149.93988
16289,-94.28977,12.740505
9447,-117.69654,-140.38452
18756,67.40251,-33.945568
3653,125.82279,95.4093
19712,44.096554,-117.44951
4519,128.70369,-13.316236
19805,154.29875,58.67719
8560,-54.888817,83.03225
13148,-54.83961,83.06683
8220,-92.844345,22.32257
7303,-147.59521,-61.32426
4387,-144.27092,-60.453266
6499,-1.537244,31.866018
3699,77.23903,11.782219
7283,77.43365,12.124004
11410,74.19015,-88.632835
14995,93.791115,-60.571507
19943,93.23613,-61.16215
11163,21.804003,-86.73369
16465,21.848827,-86.813866
19272,-7.6074667,-103.58834
17401,-152.44444,-57.451374
11195,49.023777,-41.037483
11182,23.971928,-82.87947
11024,16.907398,-40.057835
9493,-20.97023,-184.40744
2899,69.92746,-53.698483
16957,69.50232,-54.82348
14745,-3.5711238,20.572163
11359,65.63464,-59.51999
1897,-105.32892,0.76443785
9190,-105.24784,0.723142
10325,60.54597,17.75648
1874,29.644041,164.44894
9618,-46.31906,-95.25657
8134,121.62755,84.11794
11666,101.06971,-146.09796
18703,-3.492447,-44.67656
4631,-80.48158,-116.20741
4142,-78.5217,-115.39409
16816,43.635685,-7.7870035
11227,98.097336,122.38432
11825,-44.68669,47.2366
20155,38.713505,-117.13831
20312,-114.346245,-36.892506
11694,-114.58725,-36.57837
9922,-44.52826,-112.07835
9671,-44.547466,-111.94764
9708,-6.7057943,-192.8111
8335,-144.56213,3.6232848
8313,-144.7345,3.552647
4732,-41.357452,-93.853195
10002,-41.72611,-92.90228
9106,-95.05181,13.209852
14033,128.71536,99.08134
13321,116.26809,-38.8802
13125,-42.37792,86.96001
11471,46.41838,-98.464615
7381,21.650307,11.131575
11235,21.653593,11.131524
4191,-21.358477,12.258667
5409,-55.84224,88.681656
8297,-70.58026,50.21857
3931,125.84904,-26.926815
10302,66.692314,37.806236
9522,0.913018,-177.16025
15892,-137.99747,24.371494
15735,-138.4336,24.584045
20005,156.87032,62.372356
19471,-11.52458,-58.662575
12976,-143.28531,113.80643
6863,-139.80888,116.48089
12895,-106.291885,40.517193
3394,22.35802,132.44316
6427,46.312977,3.3974378
4459,-54.09123,-88.724815
3209,-43.210896,110.78979
7980,-118.14988,-44.072845
19519,-118.09215,-44.099518
11176,77.755135,-90.80567
2527,-50.977966,-99.24508
9600,-51.08071,-99.31024
2532,20.312735,22.214798
12995,-90.90027,14.981448
12885,-50.77359,31.207653
17318,32.860115,-30.875069
19197,166.51865,-26.689552
7450,98.176155,-22.343784
17393,49.305088,-112.149826
8785,-49.66224,65.27112
13675,121.73728,1.8606839
2015,114.0055,-61.695023
3831,133.33217,-35.8494
20311,134.09854,-35.787483
20450,44.5566,-120.857025
16625,53.810238,26.145348
7589,-86.33282,-121.986916
7046,-89.56075,-70.49709
6983,117.64174,-43.616093
11580,116.88416,-43.73424
13673,135.88184,19.953033
12625,-55.725132,104.46426
4675,-42.188877,-81.036705
8928,-60.09513,51.30353
4704,-45.448566,-84.28522
745,38.476803,169.29303
19593,36.268497,-110.17188
9746,-107.87871,-134.8436
15182,-0.6975619,-75.93993
16417,-3.8902745,-39.235165
18510,5.7695246,37.270428
19078,-9.784252,-29.591497
7892,18.70837,-25.811687
2276,31.007011,100.44396
6553,17.582796,91.95215
11159,119.393745,37.269386
14734,21.636171,11.157216
6849,-154.40546,76.57545
3261,-155.36157,75.15105
14274,40.719242,83.362625
15169,-16.470581,-36.62092
4355,118.14573,-42.81232
15280,27.416885,3.3550253
6429,-135.46577,-51.42514
18822,-132.68718,-52.771065
16721,89.71523,63.596695
15434,-49.181084,102.82317
8384,-48.97104,102.260506
20649,-160.70232,37.001514
16855,48.568962,41.03054
5050,142.71205,-63.513878
3999,143.06462,-63.25431
7324,39.91279,-118.24408
12531,-39.864227,94.52579
18598,51.47665,40.09563
6652,-15.484567,-46.176567
4264,-15.001635,-46.52113
15854,-52.109634,103.76447
17360,141.97444,0.92587316
6830,-58.47347,57.5988
8452,-111.35807,-28.8859
1955,-132.48051,43.064735
8512,-132.73062,41.971363
8984,-98.65504,80.6997
11612,95.1327,118.530876
4158,-86.774155,-112.423256
693,94.02761,-23.38372
