RJ,5,0,0.3816669350445504
RJ,5,1,0.31379555713551766
RJ,5,2,0.22831146661399754
RJ,5,3,0.29432218353768924
RJ,5,4,0.2130844578265572
RJ,5,5,0.46451832257802506
RJ,5,6,0.41406661540392103
RJ,5,7,0.26766819127905117
RJ,5,8,0.6368611427076778
RJ,5,9,0.19388938450585347
RJ,5,10,0.34368952945734516
RJ,5,11,0.1698628886881333
RJ,5,12,0.2842889799672799
RJ,5,13,0.08582355879688638
RJ,5,14,0.22801308499681586
RJ,5,15,0.24665075259265246
RJ,5,16,0.44554475520736675
RJ,5,17,0.36477979010190364
RJ,5,18,0.01845454125809492
RJ,5,19,0.46858442364518904
RJ,5,20,0.036302593596497845
RJ,5,21,0.6161632687016808
RJ,5,22,0.28106633084099697
RJ,5,23,0.49972816010018567
RJ,5,24,0.422082973700036
RJ,5,25,0.8381739713404366
RJ,5,26,1.0
RJ,5,27,0.15287831292747134
RJ,5,28,0.42596712632054845
RJ,5,29,1.0
RJ,5,30,0.1754837097829476
RJ,5,31,0.13185138066065213
RJ,5,32,0.007323228365704564
RJ,10,0,0.25111288916991603
RJ,10,1,0.0717289946011376
RJ,10,2,0.35719843302359855
RJ,10,3,0.3198139040025309
RJ,10,4,0.3286505157416235
RJ,10,5,0.41284628495037357
RJ,10,6,0.2615808462267104
RJ,10,7,0.4483781414168342
RJ,10,8,0.1486246950214346
RJ,10,9,0.35884020266610606
RJ,10,10,0.5239708152179933
RJ,10,11,0.2760756774897534
RJ,10,12,0.48139371589759133
RJ,10,13,0.1561487612277854
RJ,10,14,0.7107640727132271
RJ,10,15,0.332051823815606
RJ,10,16,0.1352927112096169
RJ,10,17,0.4193729159660092
RJ,10,18,0.3445125815688971
RJ,10,19,0.3729745950678299
RJ,10,20,0.22317262815633787
RJ,10,21,0.198395543699085
RJ,10,22,0.0007343014570887005
RJ,10,23,0.35193474305639594
RJ,10,24,0.28915257315347437
RJ,10,25,0.43263990279336473
RJ,10,26,0.2596383557607445
RJ,10,27,0.1576102851292962
RJ,10,28,0.7132405160896345
RJ,10,29,0.6275957443830893
RJ,10,30,0.1877929529553
RJ,10,31,0.09044508672525182
RJ,10,32,0.4418275168053344
RJ,15,0,0.2921696162830447
RJ,15,1,0.12874726464602695
RJ,15,2,0.483552328869418
RJ,15,3,0.2752267624672214
RJ,15,4,0.2841358396933079
RJ,15,5,0.3973989748162011
RJ,15,6,0.04997456042892693
RJ,15,7,0.2267622181141289
RJ,15,8,0.11062517930477285
RJ,15,9,0.2904032826667177
RJ,15,10,0.4282568094825678
RJ,15,11,0.3558077139579888
RJ,15,12,0.4295304171224128
RJ,15,13,0.35026587060122727
RJ,15,14,0.21649954654411024
RJ,15,15,0.46014483102305126
RJ,15,16,0.039080343945338665
RJ,15,17,0.19118872489301234
RJ,15,18,0.24499302311962895
RJ,15,19,0.03659870559994135
RJ,15,20,0.15066030336129385
RJ,15,21,0.44672972819671214
RJ,15,22,0.14614571622062622
RJ,15,23,0.3855551457507589
RJ,15,24,0.22436535548069184
RJ,15,25,0.16983185580793272
RJ,15,26,0.06204803432822696
RJ,15,27,0.7448612006194983
RJ,15,28,0.5216461967399522
RJ,15,29,0.2398832319310956
RJ,15,30,0.1425015445791165
RJ,15,31,0.31103952158287823
RJ,15,32,0.10648913593871669
RJ,20,0,0.2656141677935474
RJ,20,1,0.13712939479359254
RJ,20,2,0.3878017061388731
RJ,20,3,0.2840233902077231
RJ,20,4,0.28065314430181565
RJ,20,5,0.2615459197770691
RJ,20,6,0.16700903738994963
RJ,20,7,0.03210483826499454
RJ,20,8,0.07861646373067405
RJ,20,9,0.24627934599360418
RJ,20,10,0.4237433179529969
RJ,20,11,0.03006038493900283
RJ,20,12,0.3991006757572408
RJ,20,13,0.2231411660132138
RJ,20,14,0.04993708393781485
RJ,20,15,0.3919970413634014
RJ,20,16,0.27665355203615766
RJ,20,17,0.42607429497995913
RJ,20,18,0.22997722011504687
RJ,20,19,0.3390178818362947
RJ,20,20,0.4757652917217307
RJ,20,21,0.40148504765409554
RJ,20,22,0.029672146757876987
RJ,20,23,0.22174691274794997
RJ,20,24,0.22466132835927413
RJ,20,25,0.3794929018204855
RJ,20,26,0.2670508296122671
RJ,20,27,0.46253634748140293
RJ,20,28,0.31657513370179124
RJ,20,29,0.08537568026766482
RJ,20,30,0.29399623412895187
RJ,20,31,0.13818055968673934
RJ,20,32,0.2714556393323069
RJ,25,0,0.1988369222177132
RJ,25,1,0.17868201870404524
RJ,25,2,0.6212739996288982
RJ,25,3,0.2564455953797133
RJ,25,4,0.3507543373785056
RJ,25,5,0.37666742829398625
RJ,25,6,0.4667477720105042
RJ,25,7,0.3807388454555252
RJ,25,8,0.05910219778490996
RJ,25,9,0.3303976055618751
RJ,25,10,0.38694507909972
RJ,25,11,0.4587097193646357
RJ,25,12,0.18567305138683748
RJ,25,13,0.12696269909220015
RJ,25,14,0.10941145155244486
RJ,25,15,0.03847761062763267
RJ,25,16,0.18571694677135384
RJ,25,17,0.2829652710968485
RJ,25,18,0.24435319521907048
RJ,25,19,0.0662420137973704
RJ,25,20,0.09342613466835471
RJ,25,21,6.97507983854109e-05
RJ,25,22,0.09399430001795621
RJ,25,23,0.37771239460898964
RJ,25,24,0.27586097430772033
RJ,25,25,0.40007187986797405
RJ,25,26,0.5346794246526566
RJ,25,27,0.3644026413237367
RJ,25,28,0.45697659152740094
RJ,25,29,0.34081668964747397
RJ,25,30,0.2681792779257102
RJ,25,31,0.09991091002893297
RJ,25,32,0.033249739070831875
RJ,30,0,0.2434798554939088
RJ,30,1,0.19605026547745694
RJ,30,2,0.11042529248317076
RJ,30,3,0.28358267522559893
RJ,30,4,0.27846723209917335
RJ,30,5,0.20205390507790968
RJ,30,6,0.2433700358082444
RJ,30,7,0.3717352367392341
RJ,30,8,0.01556210407082284
RJ,30,9,0.2111848889652411
RJ,30,10,0.2278674596384352
RJ,30,11,0.039420677416428955
RJ,30,12,0.3362176267627344
RJ,30,13,0.4204434135014263
RJ,30,14,0.4073869208997065
RJ,30,15,0.05324942420342577
RJ,30,16,0.6114515064587247
RJ,30,17,0.022247637815919014
RJ,30,18,0.03380995102093987
RJ,30,19,0.22990272744535611
RJ,30,20,0.04527509629256596
RJ,30,21,0.2434199108947808
RJ,30,22,0.1298227971664873
RJ,30,23,0.19849404806626242
RJ,30,24,0.09791972693086234
RJ,30,25,0.07218101932288419
RJ,30,26,0.20322860705747245
RJ,30,27,0.332909705975896
RJ,30,28,0.3216814751050988
RJ,30,29,0.4045146595590278
RJ,30,30,0.13252094937087575
RJ,30,31,0.1393656162914997
