RJ,5,0,0.3816669350445504,0
RJ,5,1,0.31379555713551766,0
RJ,5,2,0.22831146661399754,0
RJ,5,3,0.29432218353768924,0
RJ,5,4,0.2130844578265572,0
RJ,5,5,0.46451832257802506,0
RJ,5,6,0.41406661540392103,0
RJ,5,7,0.26766819127905117,1
RJ,5,8,0.6368611427076778,0
RJ,5,9,0.19388938450585347,0
RJ,5,10,0.34368952945734516,0
RJ,5,11,0.1698628886881333,0
RJ,5,12,0.2842889799672799,0
RJ,5,13,0.08582355879688638,0
RJ,5,14,0.22801308499681586,0
RJ,5,15,0.24665075259265246,1
RJ,5,16,0.44554475520736675,0
RJ,5,17,0.36477979010190364,0
RJ,5,18,0.01845454125809492,0
RJ,5,19,0.46858442364518904,0
RJ,5,20,0.036302593596497845,0
RJ,5,21,0.6161632687016808,0
RJ,5,22,0.28106633084099697,0
RJ,5,23,0.49972816010018567,1
RJ,5,24,0.422082973700036,0
RJ,5,25,0.8381739713404366,0
RJ,5,26,1.0,0
RJ,5,27,0.15287831292747134,0
RJ,5,28,0.42596712632054845,0
RJ,5,29,1.0,0
RJ,5,30,0.1754837097829476,0
RJ,5,31,0.13185138066065213,1
RJ,5,32,0.007323228365704564,0
RJ,10,0,0.25111288916991603,0
RJ,10,1,0.0717289946011376,0
RJ,10,2,0.35719843302359855,0
RJ,10,3,0.3198139040025309,0
RJ,10,4,0.3286505157416235,0
RJ,10,5,0.41284628495037357,0
RJ,10,6,0.2615808462267104,1
RJ,10,7,0.4483781414168342,0
RJ,10,8,0.1486246950214346,0
RJ,10,9,0.35884020266610606,0
RJ,10,10,0.5239708152179933,0
RJ,10,11,0.2760756774897534,0
RJ,10,12,0.48139371589759133,0
RJ,10,13,0.1561487612277854,0
RJ,10,14,0.7107640727132271,1
RJ,10,15,0.332051823815606,0
RJ,10,16,0.1352927112096169,0
RJ,10,17,0.4193729159660092,0
RJ,10,18,0.3445125815688971,0
RJ,10,19,0.3729745950678299,0
RJ,10,20,0.22317262815633787,0
RJ,10,21,0.198395543699085,0
RJ,10,22,0.0007343014570887005,1
RJ,10,23,0.35193474305639594,0
RJ,10,24,0.28915257315347437,0
RJ,10,25,0.43263990279336473,0
RJ,10,26,0.2596383557607445,0
RJ,10,27,0.1576102851292962,0
RJ,10,28,0.7132405160896345,0
RJ,10,29,0.6275957443830893,0
RJ,10,30,0.1877929529553,1
RJ,10,31,0.09044508672525182,0
RJ,10,32,0.4418275168053344,0
RJ,15,0,0.2921696162830447,0
RJ,15,1,0.12874726464602695,0
RJ,15,2,0.483552328869418,0
RJ,15,3,0.2752267624672214,0
RJ,15,4,0.2841358396933079,0
