RJ,rate-5,0.04424071080331057
RJ,rate-10,0.043307555298139025
RJ,rate-15,0.04111778313706026
RJ,rate-20,0.0391517833276178
RJ,rate-25,0.03694191294379428
RJ,rate-30,0.034369086179706715
RJ,rate-35,0.0309570890050982
RJ,rate-40,0.06334142752272925
BFS,rate-5,0.03664147436311291
BFS,rate-10,0.03048424931736343
BFS,rate-15,0.024923701858607723
BFS,rate-20,0.02503971569105139
BFS,rate-25,0.02587312800404932
BFS,rate-30,0.018538394673781336
BFS,rate-35,0.017742133231486018
BFS,rate-40,0.01676960995500886
DFS,rate-5,0.026871854466640123
DFS,rate-10,0.02274594365377975
DFS,rate-15,0.01745626065223293
DFS,rate-20,0.014077878864084785
DFS,rate-25,0.011747362060978622
DFS,rate-30,0.008274037355224162
DFS,rate-35,0.007365652605327254
DFS,rate-40,0.00530727865490237
RN,rate-5,0.04601774527679317
RN,rate-10,0.04379154983075243
RN,rate-15,0.044120834164781096
RN,rate-20,0.048299433999576785
RN,rate-25,0.0396414516010735
RN,rate-30,0.033634085332424124
RN,rate-35,0.03192829505382211
RN,rate-40,0.04486670028676895
RE,rate-5,0.04486670028676895
RE,rate-10,0.04486670028676895
RE,rate-15,0.04486670028676895
RE,rate-20,0.04486670028676895
RE,rate-25,0.04486670028676895
RE,rate-30,0.04486670028676895
RE,rate-35,0.04486670028676895
RE,rate-40,0.04486670028676895
RW,rate-5,0.035348080264153856
RW,rate-10,0.03649975511591405
RW,rate-15,0.03471340078621471
RW,rate-20,0.03157474780839974
RW,rate-25,0.02981890184655819
RW,rate-30,0.02846448139622907
RW,rate-35,0.02664799084242754
RW,rate-40,0.026135589616943046
ISRW,rate-5,0.03803837395319304
ISRW,rate-10,0.03315893462942779
ISRW,rate-15,0.0351321987940653
ISRW,rate-20,0.031246982087816753
ISRW,rate-25,0.030383099867091312
ISRW,rate-30,0.030116913012580793
ISRW,rate-35,0.028407177462802594
ISRW,rate-40,0.0253837644646372
TIES,rate-5,0.04056877242453903
TIES,rate-10,0.04094149901090405
TIES,rate-15,0.03605666828661582
TIES,rate-20,0.03565167473419079
TIES,rate-25,0.03410379901571266
TIES,rate-30,0.03332867653928871
TIES,rate-35,0.03162372114114037
TIES,rate-40,0.046660693250436716
